"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Trammell, Taylor","666211","2024","8","4",0.143,0.091,0.05199999999999999,0.143,0.108,0.03499999999999999,0.196,0.161,0.035
"Alexander, CJ","680769","2024","8","5",0.125,0.189,-0.064,0.125,0.317,-0.192,0.11,0.216,-0.106
"Hummel, Cooper","669450","2024","8","6",0,0.149,-0.149,0,0.243,-0.243,0,0.182,-0.182
"Castillo, Diego","660636","2024","8","5",0.333,0.326,0.007000000000000006,0.5,0.372,0.128,0.439,0.409,0.030000000000000027
"Capel, Conner","668843","2024","8","6",0.25,0.189,0.061,0.25,0.241,0.009000000000000008,0.22,0.182,0.038000000000000006
"Koch, Grant","667428","2024","8","1",0,0.002,-0.002,0,0.002,-0.002,0.086,0.087,-0.0010000000000000009
"Garcia, Aramis","605244","2024","7","4",0,0.08,-0.08,0,0.177,-0.177,0,0.114,-0.114
"Camargo, Jair","665856","2024","7","3",0,0.096,-0.096,0,0.108,-0.108,0.098,0.174,-0.07599999999999998
"Harris, Dustin","687957","2024","7","4",0.333,0.265,0.068,1,0.493,0.507,0.57,0.368,0.20199999999999996
"Jones, Greg","675659","2024","6","1",0.2,0.195,0.0050000000000000044,0.8,0.776,0.02400000000000002,0.456,0.443,0.013000000000000012
"Knapp, Andrew","595284","2024","6","4",0.167,0.149,0.018000000000000016,0.167,0.157,0.010000000000000009,0.147,0.136,0.010999999999999982
"Garrett, Stone","656448","2024","6","5",0.6,0.551,0.04899999999999993,1.4,1.36,0.039999999999999813,0.812,0.767,0.04500000000000004
"Anderson, Brian","605119","2024","5","3",0,0.386,-0.386,0,0.747,-0.747,0,0.48,-0.48
"Maton, Nick","665155","2024","5","3",0,0.085,-0.085,0,0.16,-0.16,0,0.104,-0.104
"Gentry, Tyler","694355","2024","5","3",0,0.083,-0.083,0,0.091,-0.091,0,0.077,-0.077
"Fabian, Sandro","660758","2024","5","5",0,0.143,-0.143,0,0.339,-0.339,0,0.202,-0.202
"Taylor, Samad","669392","2024","5","4",0.4,0.168,0.232,0.4,0.182,0.21800000000000003,0.353,0.175,0.178
"Hicklen, Brewer","676551","2024","5","1",0,0.063,-0.063,0,0.076,-0.076,0,0.057,-0.057
"Ellis, Duke","668752","2024","5","3",0.2,0.282,-0.08199999999999996,0.2,0.301,-0.10099999999999998,0.176,0.261,-0.08500000000000002
"Straw, Myles","664702","2024","4","4",0.25,0.223,0.026999999999999996,0.25,0.26,-0.010000000000000009,0.22,0.212,0.008000000000000007
"Huff, Sam","669087","2024","4","1",0,0.292,-0.292,0,0.324,-0.324,0.172,0.38,-0.20800000000000002
"Devers, José","672701","2024","4","3",0.25,0.319,-0.069,0.25,0.361,-0.11099999999999999,0.22,0.34,-0.12000000000000002
"Martinez, Orelvis","682619","2024","3","2",0.333,0.308,0.025000000000000022,0.333,0.359,-0.025999999999999968,0.294,0.295,-0.0010000000000000009
"Batten, Matthew","676946","2024","3","3",0.333,0.255,0.07800000000000001,1,0.358,0.642,0.53,0.264,0.266
"Roller, Chris","676896","2024","1","0",0,,,0,,,0,0,0
"Yang, Eric","687066","2024","1","0",0,,,0,,,0,0,0
"Johnson, Daniel","669288","2024","1","1",0,0.288,-0.288,0,0.292,-0.292,0,0.261,-0.261
"Castillo, Luis","622491","2024","1","0",0,,,0,,,0,0,0
"McGough, Scott","543518","2024","1","0",0,,,0,,,0,0,0
"Bañuelos, David","675915","2024","1","1",0,0.018,-0.018,0,0.024,-0.024,0,0.019,-0.019
