"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
677800,"Abreu, Wilyer",745,0.9063260340632603,593,"74.113350443",0.40939597315436244,0.2748735244519393,0.21879194630872484,0.16863406408094436,0.1342281879194631,"7.118607423",15,-4.879121689955463,152,0.2040268456375839,265,0.35570469798657717
642215,"Wilson, Weston",204,0.9066666666666666,142,"74.060964902",0.41666666666666663,0.28169014084507044,0.19607843137254902,0.1267605633802817,0.08823529411764706,"7.761845686",2,-8.840804260450708,62,0.30392156862745096,68,0.3333333333333333
691176,"Domínguez, Jasson",769,0.9111374407582938,566,"74.059258804",0.38491547464239273,0.28975265017667845,0.21326397919375814,0.17314487632508835,0.12743823146944083,"7.794933602",7,-13.403110579139783,203,0.26397919375812745,254,0.33029908972691807
663898,"Rodgers, Brendan",203,0.8982300884955752,128,"74.051313251",0.40394088669950745,0.3046875,0.1921182266009852,0.1875,0.11822660098522167,"7.31367931",3,-5.0749630044437755,75,0.3694581280788177,64,0.31527093596059114
545361,"Trout, Mike",857,0.9021052631578947,617,"74.049968238",0.40140023337222874,0.2739059967585089,0.1971995332555426,0.16369529983792544,0.11785297549591599,"7.462248705",25,-13.688381473882881,240,0.28004667444574094,262,0.3057176196032672
641857,"McMahon, Ryan",1001,0.9042457091237579,670,"74.025842228",0.40059940059940063,0.31343283582089554,0.2097902097902098,0.1701492537313433,0.11388611388611389,"7.443851459",28,-35.35739927577849,331,0.3306693306693307,299,0.2987012987012987
676724,"Young, Jared",80,0.898876404494382,55,"74.0180245",0.3499999999999999,0.23636363636363636,0.1625,0.14545454545454545,0.1,"7.320869125",3,-1.548280859160593,25,0.3125,27,0.3375
624585,"Soler, Jorge",517,0.9070175438596492,377,"74.017521644",0.41199226305609293,0.2917771883289125,0.2127659574468085,0.16445623342175067,0.11992263056092843,"7.725893617",8,-8.18077303252937,140,0.27079303675048355,184,0.35589941972920697
671218,"Ramos, Heliot",1122,0.9048387096774193,855,"74.003327959",0.4465240641711231,0.32748538011695905,0.24955436720142601,0.1824561403508772,0.13903743315508021,"6.83663451",24,-29.45606812614173,267,0.23796791443850268,430,0.38324420677361853
682626,"Alvarez, Francisco",449,0.907070707070707,305,"73.974980312",0.40757238307349664,0.3770491803278688,0.2561247216035635,0.21967213114754097,0.1492204899777283,"7.236954031",11,-4.343367423490824,144,0.3207126948775056,161,0.3585746102449889
665487,"Tatis Jr., Fernando",1036,0.9048034934497816,774,"73.960078147",0.4266409266409266,0.3695090439276486,0.27606177606177607,0.21834625322997417,0.16312741312741313,"7.28345333",32,-18.964127098134565,262,0.2528957528957529,415,0.40057915057915056
691016,"Soderstrom, Tyler",957,0.9096958174904943,730,"73.955961735",0.37931034482758624,0.33013698630136984,0.25182863113897597,0.20821917808219179,0.1588296760710554,"7.480378662",27,-11.071224146778762,227,0.23719958202716823,376,0.3928944618599791
624424,"Conforto, Michael",835,0.9155701754385965,641,"73.955932287",0.42634730538922155,0.27301092043681746,0.20958083832335328,0.14040561622464898,0.10778443113772455,"7.304327126",7,-34.48168750604065,194,0.23233532934131737,286,0.34251497005988024
641933,"O'Neill, Tyler",344,0.900523560209424,235,"73.952959564",0.3459302325581394,0.3191489361702128,0.2180232558139535,0.16170212765957448,0.11046511627906977,"7.711458517",5,-18.313015881015257,109,0.3168604651162791,124,0.36046511627906974
680779,"Davis, Henry",514,0.9001751313485113,373,"73.948502821",0.39299610894941633,0.26541554959785524,0.1926070038910506,0.14209115281501342,0.10311284046692606,"7.335859455",8,-29.382563321851148,141,0.27431906614785995,170,0.33073929961089493
621566,"Olson, Matt",1256,0.9088277858176556,940,"73.94386164",0.4132165605095541,0.2925531914893617,0.21894904458598727,0.18085106382978725,0.13535031847133758,"7.47358371",21,-9.335769077944251,316,0.2515923566878981,406,0.3232484076433121
665862,"Chisholm Jr., Jazz",881,0.9054470709146968,608,"73.927217537",0.41884222474460847,0.29605263157894735,0.2043132803632236,0.16282894736842105,0.11237230419977298,"7.803667128",7,-5.460189473406364,273,0.3098751418842225,282,0.32009080590238365
545341,"Grichuk, Randal",471,0.919921875,380,"73.906862718",0.42462845010615713,0.3447368421052632,0.2781316348195329,0.2,0.1613588110403397,"7.721045732",9,-13.335943831915197,91,0.1932059447983015,192,0.40764331210191085
669261,"Suwinski, Jack",271,0.9003322259136213,189,"73.892382657",0.42435424354243545,0.21693121693121692,0.15129151291512916,0.12169312169312169,0.08487084870848709,"7.399653616",9,-20.146035823522016,82,0.3025830258302583,78,0.2878228782287823
694192,"Chourio, Jackson",992,0.9009990917347865,760,"73.879173498",0.4002016129032257,0.34342105263157896,0.26310483870967744,0.1868421052631579,0.1431451612903226,"7.507009163",22,-5.126552328116679,232,0.23387096774193547,402,0.40524193548387094
